OG	correlation_coeff	p-value	sig_after_multiple_testing
N0.HOG0000985	-0.2101579405015039	0.512085328993753	n
N0.HOG0000095	-0.06293706293706294	0.8459309212287789	n
N0.HOG0000127	0.3426573426573427	0.27556745095678037	n
N0.HOG0001225	-0.2676122697775195	0.40039240027539647	n
N0.HOG0001579	0.4057581892186145	0.19063953591847155	n
N0.HOG0000505	0.5384615384615385	0.07089431754922315	n
N0.HOG0000072	0.5244755244755246	0.08001937592027475	n
N0.HOG0001419	-0.1258741258741259	0.6966831093957659	n
N0.HOG0000315	0.09090909090909093	0.7787253962454419	n
N0.HOG0000467	0.25874125874125875	0.41677476889913834	n
N0.HOG0000827	0.4568216838015835	0.13544995826746495	n
N0.HOG0001072	-0.1377716189242871	0.6693880133068077	n
N0.HOG0012589	0.4568216838015835	0.13544995826746495	n
N0.HOG0002240	-0.07042428152039987	0.827831199192635	n
N0.HOG0001942	-0.2755432378485742	0.38602672186304166	n
N0.HOG0001925	0.40846083281831924	0.18741773178386253	n
N0.HOG0001299	0.2937062937062937	0.35414764123292175	n
N0.HOG0000506	-0.18881118881118883	0.5567370561768314	n
N0.HOG0000777	0.2797202797202798	0.37856866966230307	n
N0.HOG0000050	0.37762237762237766	0.22620604493502663	n
N0.HOG0001194	0.029004551352481495	0.9287016154017113	n
N0.HOG0001703	-0.16783216783216784	0.602099427786538	n
N0.HOG0003058	0.15384615384615385	0.6330906812462618	n
N0.HOG0002146	-0.14685314685314685	0.6487957097846664	n
N0.HOG0000690	-0.2657342657342658	0.40383308831471165	n
N0.HOG0002468	0.04195804195804196	0.8969858708195542	n
N0.HOG0000514	0.3356643356643357	0.2861229029149875	n
N0.HOG0000092	0.029858645986452867	0.9266070156694299	n
N0.HOG0011866	0.18914214645135352	0.5560328502017109	n
N0.HOG0001145	0.5664335664335665	0.054842119775407844	n
N0.HOG0000626	-0.2867132867132868	0.36625146058358227	n
N0.HOG0000884	0.1398601398601399	0.6646331617926677	n
N0.HOG0000798	-0.2253577008652796	0.4812874129466269	n
